Location,Xylem Type,Species name,Sample number,Sample length,wood density,SW/DW,SWC,Ks,Mean-Ks,max-Ks ,Dv,Dh,VAF,VF,P,P_g, K,Fd,Removed K,removed Fd
T,L,Gnetum montanum,6,157,0.36,3.15,2.15,75.61,60.59,75.61,NA,NA,NA,NA,0.03,0.0191,0.73,1444.8,,
T,L,Gnetum montanum,6,157,0.36,3.15,2.15,70.92,60.59,75.61,NA,NA,NA,NA,0.04,0.0255,0.88,1806.91,,
T,L,Gnetum montanum,6,157,0.36,3.15,2.15,62.89,60.59,75.61,NA,NA,NA,NA,0.05,0.0318,0.84,2002.97,,
T,L,Gnetum montanum,6,157,0.36,3.15,2.15,62.97,60.59,75.61,NA,NA,NA,NA,0.06,0.0382,0.94,2406.42,,
T,L,Millettia pachycarpa,1,152,0.41,2.51,1.51,17.89,43.59,65.12,284.01,353.89,24.16,3.49,0.01,0.0066,0.12,117.69,,
T,L,Millettia pachycarpa,1,152,0.41,2.51,1.51,27.95,43.59,65.12,284.01,353.89,24.16,3.49,0.02,0.0132,0.22,367.82,,
T,L,Millettia pachycarpa,1,152,0.41,2.51,1.51,65.12,43.59,65.12,284.01,353.89,24.16,3.49,0.03,0.0197,0.32,1285.17,,
T,L,Millettia pachycarpa,1,152,0.41,2.51,1.51,54.04,43.59,65.12,284.01,353.89,24.16,3.49,0.04,0.0263,0.43,1422.08,,
T,L,Millettia pachycarpa,1,152,0.41,2.51,1.51,55.04,43.59,65.12,284.01,353.89,24.16,3.49,0.05,0.0329,0.55,1810.48,,
T,L,Millettia pachycarpa,1,152,0.41,2.51,1.51,41.5,43.59,65.12,284.01,353.89,24.16,3.49,0.06,0.0395,NA,NA,,
T,L,Millettia pachycarpa,2,129,0.48,2.38,1.38,56.04,38.42,56.04,300.28,387.96,27.89,3.49,0.01,0.0078,0.17,434.42,,
T,L,Millettia pachycarpa,2,129,0.48,2.38,1.38,41.65,38.42,56.04,300.28,387.96,27.89,3.49,0.02,0.0155,0.28,645.73,,
T,L,Millettia pachycarpa,2,129,0.48,2.38,1.38,36.53,38.42,56.04,300.28,387.96,27.89,3.49,0.03,0.0233,0.37,849.58,,
T,L,Millettia pachycarpa,2,129,0.48,2.38,1.38,34.66,38.42,56.04,300.28,387.96,27.89,3.49,0.04,0.031,0.45,1074.85,,
T,L,Millettia pachycarpa,2,129,0.48,2.38,1.38,34,38.42,56.04,300.28,387.96,27.89,3.49,0.05,0.0388,0.5,1317.76,,
T,L,Millettia pachycarpa,2,129,0.48,2.38,1.38,27.64,38.42,56.04,300.28,387.96,27.89,3.49,0.06,0.0465,NA,NA,,
T,L,Millettia pachycarpa,3,128,0.47,2.46,1.46,88.15,69.33,88.15,306.19,444.58,28.67,3.33,0.01,0.0078,0.34,688.65,,
T,L,Millettia pachycarpa,3,128,0.47,2.46,1.46,60.33,69.33,88.15,306.19,444.58,28.67,3.33,0.02,0.0156,0.42,942.59,,
T,L,Millettia pachycarpa,3,128,0.47,2.46,1.46,53.88,69.33,88.15,306.19,444.58,28.67,3.33,0.03,0.0234,0.49,1262.81,,
T,L,Millettia pachycarpa,3,128,0.47,2.46,1.46,69.34,69.33,88.15,306.19,444.58,28.67,3.33,0.04,0.0313,0.59,2166.73,,
T,L,Millettia pachycarpa,3,128,0.47,2.46,1.46,77.79,69.33,88.15,306.19,444.58,28.67,3.33,0.05,0.0391,0.75,3038.71,,
T,L,Millettia pachycarpa,3,128,0.47,2.46,1.46,66.47,69.33,88.15,306.19,444.58,28.67,3.33,0.06,0.0469,NA,NA,,
T,L,Millettia pachycarpa,4,135,0.38,2.56,1.56,1.81,28.68,39.59,273.36,339.7,21.37,3.17,0.01,0.0074,NA,NA,,
T,L,Millettia pachycarpa,4,135,0.38,2.56,1.56,19.19,28.68,39.59,273.36,339.7,21.37,3.17,0.02,0.0148,0.29,284.25,,
T,L,Millettia pachycarpa,4,135,0.38,2.56,1.56,38.68,28.68,39.59,273.36,339.7,21.37,3.17,0.03,0.0222,NA,NA,,
T,L,Millettia pachycarpa,4,135,0.38,2.56,1.56,39.59,28.68,39.59,273.36,339.7,21.37,3.17,0.04,0.0296,0.76,1172.9,,
T,L,Millettia pachycarpa,4,135,0.38,2.56,1.56,35.74,28.68,39.59,273.36,339.7,21.37,3.17,0.05,0.037,0.8,1323.75,,
T,L,Millettia pachycarpa,4,135,0.38,2.56,1.56,37.06,28.68,39.59,273.36,339.7,21.37,3.17,0.06,0.0444,0.85,1647.03,,
T,L,Millettia pachycarpa,5,112,0.38,2.45,1.45,2.64,13.71,19.08,231.23,305.74,21.85,4.72,0.01,0.0089,0.03,23.59,,
T,L,Millettia pachycarpa,5,112,0.38,2.45,1.45,10.78,13.71,19.08,231.23,305.74,21.85,4.72,0.02,0.0179,0.21,192.55,,
T,L,Millettia pachycarpa,5,112,0.38,2.45,1.45,19.08,13.71,19.08,231.23,305.74,21.85,4.72,0.03,0.0268,0.53,510.94,,
T,L,Millettia pachycarpa,5,112,0.38,2.45,1.45,16.93,13.71,19.08,231.23,305.74,21.85,4.72,0.04,0.0357,0.53,604.78,,
T,L,Millettia pachycarpa,5,112,0.38,2.45,1.45,16.49,13.71,19.08,231.23,305.74,21.85,4.72,0.05,0.0446,0.59,736.06,,
T,L,Millettia pachycarpa,5,112,0.38,2.45,1.45,16.33,13.71,19.08,231.23,305.74,21.85,4.72,0.06,0.0536,0.65,874.81,,
T,L,Millettia pachycarpa,6,132,0.4,2.47,1.47,2.74,13.52,20.38,300.52,354.98,22.92,3.06,0.01,0.0076,NA,NA,,
T,L,Millettia pachycarpa,6,132,0.4,2.47,1.47,4.69,13.52,20.38,300.52,354.98,22.92,3.06,0.02,0.0152,NA,NA,,
T,L,Millettia pachycarpa,6,132,0.4,2.47,1.47,20.38,13.52,20.38,300.52,354.98,22.92,3.06,0.03,0.0227,0.45,463.09,,
T,L,Millettia pachycarpa,6,132,0.4,2.47,1.47,17,13.52,20.38,300.52,354.98,22.92,3.06,0.04,0.0303,0.51,515.14,,
T,L,Millettia pachycarpa,6,132,0.4,2.47,1.47,16.71,13.52,20.38,300.52,354.98,22.92,3.06,0.05,0.0379,0.59,633.04,,
T,L,Millettia pachycarpa,6,132,0.4,2.47,1.47,19.62,13.52,20.38,300.52,354.98,22.92,3.06,0.06,0.0455,0.75,891.63,,
T,L,Bauhinia  tenuiflor,1,112,0.48,1.99,0.99,40.2,50.01,58.04,260.49,332.68,32.52,5.59,0.01,0.0089,0.21,358.93,,
T,L,Bauhinia  tenuiflor,1,112,0.48,1.99,0.99,57.73,50.01,58.04,260.49,332.68,32.52,5.59,0.02,0.0179,0.32,1030.87,,
T,L,Bauhinia  tenuiflor,1,112,0.48,1.99,0.99,58.04,50.01,58.04,260.49,332.68,32.52,5.59,0.03,0.0268,0.4,1554.62,,
T,L,Bauhinia  tenuiflor,1,112,0.48,1.99,0.99,53.46,50.01,58.04,260.49,332.68,32.52,5.59,0.04,0.0357,NA,NA,0,0
T,L,Bauhinia  tenuiflor,1,112,0.48,1.99,0.99,47.65,50.01,58.04,260.49,332.68,32.52,5.59,0.05,0.0446,0.41,2127.4,,
T,L,Bauhinia  tenuiflor,1,112,0.48,1.99,0.99,42.97,50.01,58.04,260.49,332.68,32.52,5.59,0.06,0.0536,0.43,2301.88,,
T,L,Bauhinia  tenuiflor,2,133,0.48,2.18,1.18,12.8,17.16,26.16,262.33,337.14,34.72,5.79,0.01,0.0075,0.01,96.25,,
T,L,Bauhinia  tenuiflor,2,133,0.48,2.18,1.18,17.08,17.16,26.16,262.33,337.14,34.72,5.79,0.02,0.015,0.1,256.9,,
T,L,Bauhinia  tenuiflor,2,133,0.48,2.18,1.18,26.16,17.16,26.16,262.33,337.14,34.72,5.79,0.03,0.0226,0.24,590.16,,
T,L,Bauhinia  tenuiflor,2,133,0.48,2.18,1.18,21.92,17.16,26.16,262.33,337.14,34.72,5.79,0.04,0.0301,0.24,659.19,,
T,L,Bauhinia  tenuiflor,2,133,0.48,2.18,1.18,12.66,17.16,26.16,262.33,337.14,34.72,5.79,0.05,0.0376,NA,NA,0,0
T,L,Bauhinia  tenuiflor,2,133,0.48,2.18,1.18,12.31,17.16,26.16,262.33,337.14,34.72,5.79,0.06,0.0451,NA,NA,0,0
T,L,Bauhinia  tenuiflor,3,106.5,0.48,2,1,16.69,27.93,37.18,274.21,330.33,30.71,4.81,0.01,0.0094,0.02,156.72,,
T,L,Bauhinia  tenuiflor,3,106.5,0.48,2,1,25.37,27.93,37.18,274.21,330.33,30.71,4.81,0.02,0.0188,0.13,476.45,,
T,L,Bauhinia  tenuiflor,3,106.5,0.48,2,1,37.18,27.93,37.18,274.21,330.33,30.71,4.81,0.03,0.0282,0.3,1047.45,,
T,L,Bauhinia  tenuiflor,3,106.5,0.48,2,1,34.25,27.93,37.18,274.21,330.33,30.71,4.81,0.04,0.0376,NA,NA,0,0
T,L,Bauhinia  tenuiflor,3,106.5,0.48,2,1,27.91,27.93,37.18,274.21,330.33,30.71,4.81,0.05,0.0469,NA,NA,0,0
T,L,Bauhinia  tenuiflor,3,106.5,0.48,2,1,26.15,27.93,37.18,274.21,330.33,30.71,4.81,0.06,0.0563,NA,NA,0,0
T,L,Bauhinia  tenuiflor,4,124,0.48,1.97,0.97,11.23,27.41,33.6,294.74,378.19,33.64,4.42,0.01,0.0081,0.02,90.56,,
T,L,Bauhinia  tenuiflor,4,124,0.48,1.97,0.97,28.45,27.41,33.6,294.74,378.19,33.64,4.42,0.02,0.0161,0.22,458.86,,
T,L,Bauhinia  tenuiflor,4,124,0.48,1.97,0.97,32.94,27.41,33.6,294.74,378.19,33.64,4.42,0.03,0.0242,0.35,796.91,,
T,L,Bauhinia  tenuiflor,4,124,0.48,1.97,0.97,33.6,27.41,33.6,294.74,378.19,33.64,4.42,0.04,0.0323,NA,NA,0,0
T,L,Bauhinia  tenuiflor,4,124,0.48,1.97,0.97,32.02,27.41,33.6,294.74,378.19,33.64,4.42,0.05,0.0403,NA,NA,0,0
T,L,Bauhinia  tenuiflor,4,124,0.48,1.97,0.97,26.25,27.41,33.6,294.74,378.19,33.64,4.42,0.06,0.0484,NA,NA,0,0
T,L,Bauhinia  tenuiflor,5,128,0.48,2.1,1.1,13.52,28.57,35.56,265.72,336.5,27.89,4.59,0.01,0.0078,0.023977542,105.6492693,,
T,L,Bauhinia  tenuiflor,5,128,0.48,2.1,1.1,29.03,28.57,35.56,265.72,336.5,27.89,4.59,0.02,0.0156,0.171041722,453.643336,,
T,L,Bauhinia  tenuiflor,5,128,0.48,2.1,1.1,28.51,28.57,35.56,265.72,336.5,27.89,4.59,0.03,0.0234,0.32681433,668.1614865,,
T,L,Bauhinia  tenuiflor,5,128,0.48,2.1,1.1,35.56,28.57,35.56,265.72,336.5,27.89,4.59,0.04,0.0313,0.335108665,1111.364081,,
T,L,Bauhinia  tenuiflor,5,128,0.48,2.1,1.1,34.7,28.57,35.56,265.72,336.5,27.89,4.59,0.05,0.0391,0.31956565,1355.364679,,
T,L,Bauhinia  tenuiflor,5,128,0.48,2.1,1.1,30.12,28.57,35.56,265.72,336.5,27.89,4.59,0.06,0.0469,0.312703765,1411.891867,,
T,L,Bauhinia  tenuiflor,6,121,0.49,2.1,1.1,24.84,37.29,44.12,198.41,264.84,25.48,7.51,0.01,0.0083,0.3,205.28,,
T,L,Bauhinia  tenuiflor,6,121,0.49,2.1,1.1,40.55,37.29,44.12,198.41,264.84,25.48,7.51,0.02,0.0165,NA,NA,0,0
T,L,Bauhinia  tenuiflor,6,121,0.49,2.1,1.1,44.12,37.29,44.12,198.41,264.84,25.48,7.51,0.03,0.0248,0.35,1094.01,,
T,L,Bauhinia  tenuiflor,6,121,0.49,2.1,1.1,39.77,37.29,44.12,198.41,264.84,25.48,7.51,0.04,0.0331,0.38,1314.59,,
T,L,Bauhinia  tenuiflor,6,121,0.49,2.1,1.1,38.63,37.29,44.12,198.41,264.84,25.48,7.51,0.05,0.0413,0.38,1596.17,,
T,L,Bauhinia  tenuiflor,6,121,0.49,2.1,1.1,35.81,37.29,44.12,198.41,264.84,25.48,7.51,0.06,0.0496,0.38,1775.81,,
T,L,Acacia pennata ,1,174,0.35,2.44,1.44,32.65,45.48,55.53,190.19,255.82,36.78,11.65,0.01,0.0057,0.04,187.66,,
T,L,Acacia pennata ,1,174,0.35,2.44,1.44,35.67,45.48,55.53,190.19,255.82,36.78,11.65,0.02,0.0115,0.38,410.01,,
T,L,Acacia pennata ,1,174,0.35,2.44,1.44,55.53,45.48,55.53,190.19,255.82,36.78,11.65,0.03,0.0172,0.74,957.48,,
T,L,Acacia pennata ,1,174,0.35,2.44,1.44,54.07,45.48,55.53,190.19,255.82,36.78,11.65,0.04,0.023,0.81,1243.01,,
T,L,Acacia pennata ,1,174,0.35,2.44,1.44,45.51,45.48,55.53,190.19,255.82,36.78,11.65,0.05,0.0287,0.98,1307.66,,
T,L,Acacia pennata ,1,174,0.35,2.44,1.44,49.42,45.48,55.53,190.19,255.82,36.78,11.65,0.06,0.0345,1.03,1704.02,,
T,L,Acacia pennata ,2,136,0.38,2.65,1.65,32.18,52.98,62.28,272.6,334.74,34.39,5.53,0.01,0.0074,0.19,236.64,,
T,L,Acacia pennata ,2,136,0.38,2.65,1.65,44.55,52.98,62.28,272.6,334.74,34.39,5.53,0.02,0.0147,0.3,655.2,,
T,L,Acacia pennata ,2,136,0.38,2.65,1.65,61.79,52.98,62.28,272.6,334.74,34.39,5.53,0.03,0.0221,0.48,1363.09,,
T,L,Acacia pennata ,2,136,0.38,2.65,1.65,62.28,52.98,62.28,272.6,334.74,34.39,5.53,0.04,0.0294,0.58,1831.74,,
T,L,Acacia pennata ,2,136,0.38,2.65,1.65,60.17,52.98,62.28,272.6,334.74,34.39,5.53,0.05,0.0368,0.73,2212.04,,
T,L,Acacia pennata ,2,136,0.38,2.65,1.65,56.88,52.98,62.28,272.6,334.74,34.39,5.53,0.06,0.0441,0.86,2509.43,,
T,L,Acacia pennata ,3,162,0.43,2.2,1.2,28.2,52.16,65.45,259.36,324.29,37.72,6.53,0.01,0.0062,0.25,174.09,,
T,L,Acacia pennata ,3,162,0.43,2.2,1.2,48.73,52.16,65.45,259.36,324.29,37.72,6.53,0.02,0.0123,0.62,601.56,,
T,L,Acacia pennata ,3,162,0.43,2.2,1.2,65.45,52.16,65.45,259.36,324.29,37.72,6.53,0.03,0.0185,1,1212,,
T,L,Acacia pennata ,3,162,0.43,2.2,1.2,52.75,52.16,65.45,259.36,324.29,37.72,6.53,0.04,0.0247,NA,NA,0,0
T,L,Acacia pennata ,3,162,0.43,2.2,1.2,60.82,52.16,65.45,259.36,324.29,37.72,6.53,0.05,0.0309,1.17,1877.26,,
T,L,Acacia pennata ,3,162,0.43,2.2,1.2,56.98,52.16,65.45,259.36,324.29,37.72,6.53,0.06,0.037,1.19,2110.44,,
T,L,Acacia pennata ,4,145,0.37,2.79,1.79,7.71,13.73,19.79,253.3,333.93,38.61,6.86,0.01,0.0069,0.03,53.2,,
T,L,Acacia pennata ,4,145,0.37,2.79,1.79,8.37,13.73,19.79,253.3,333.93,38.61,6.86,0.02,0.0138,0.18,115.4,,
T,L,Acacia pennata ,4,145,0.37,2.79,1.79,12.63,13.73,19.79,253.3,333.93,38.61,6.86,0.03,0.0207,0.4,261.37,,
T,L,Acacia pennata ,4,145,0.37,2.79,1.79,15.61,13.73,19.79,253.3,333.93,38.61,6.86,0.04,0.0276,0.49,430.6,,
T,L,Acacia pennata ,4,145,0.37,2.79,1.79,18.28,13.73,19.79,253.3,333.93,38.61,6.86,0.05,0.0345,0.55,630.47,,
T,L,Acacia pennata ,4,145,0.37,2.79,1.79,19.79,13.73,19.79,253.3,333.93,38.61,6.86,0.06,0.0414, NA,NA,,
T,L,Acacia pennata ,5,122,0.4,2.38,1.38,6.3,54.03,67.52,222.3,293.52,25.09,6.2,0.01,0.0082,0.41,51.62,,
T,L,Acacia pennata ,5,122,0.4,2.38,1.38,62.73,54.03,67.52,222.3,293.52,25.09,6.2,0.02,0.0164,0.47,1028.44,,
T,L,Acacia pennata ,5,122,0.4,2.38,1.38,59.45,54.03,67.52,222.3,293.52,25.09,6.2,0.03,0.0246,0.59,1461.88,,
T,L,Acacia pennata ,5,122,0.4,2.38,1.38,63.18,54.03,67.52,222.3,293.52,25.09,6.2,0.04,0.0328,0.63,2071.56,,
T,L,Acacia pennata ,5,122,0.4,2.38,1.38,67.52,54.03,67.52,222.3,293.52,25.09,6.2,0.05,0.041,0.69,2767.09,,
T,L,Acacia pennata ,5,122,0.4,2.38,1.38,64.99,54.03,67.52,222.3,293.52,25.09,6.2,0.06,0.0492,NA,NA,0,0
T,L,Acacia pennata ,6,149,0.38,2.76,1.76,17,23.74,29.34,212.37,296.84,36.96,9.42,0.01,0.0067,0.04,114.07,,
T,L,Acacia pennata ,6,149,0.38,2.76,1.76,19.48,23.74,29.34,212.37,296.84,36.96,9.42,0.02,0.0134,0.16,261.48,,
T,L,Acacia pennata ,6,149,0.38,2.76,1.76,21.78,23.74,29.34,212.37,296.84,36.96,9.42,0.03,0.0201,0.31,438.51,,
T,L,Acacia pennata ,6,149,0.38,2.76,1.76,25.9,23.74,29.34,212.37,296.84,36.96,9.42,0.04,0.0268,0.37,695.18,,
T,L,Acacia pennata ,6,149,0.38,2.76,1.76,29.34,23.74,29.34,212.37,296.84,36.96,9.42,0.05,0.0336,0.41,984.66,,
T,L,Acacia pennata ,6,149,0.38,2.76,1.76,28.94,23.74,29.34,212.37,296.84,36.96,9.42,0.06,0.0403,NA,NA,0,0
T,L,Acacia pennata ,7,160,NA,NA,NA,59.22,NA,NA,NA,NA,NA,NA,0.01,0.0063,0.21,194.14,,
T,L,Acacia pennata ,7,160,NA,NA,NA,48.57,NA,NA,NA,NA,NA,NA,0.02,0.0125,0.32,298.6,,
T,L,Acacia pennata ,7,160,NA,NA,NA,64.19,NA,NA,NA,NA,NA,NA,0.03,0.0188,0.36,559.2,,
T,L,Acacia pennata ,7,160,NA,NA,NA,73.48,NA,NA,NA,NA,NA,NA,0.04,0.025,0.41,824.07,,
T,L,Acacia pennata ,7,160,NA,NA,NA,67.2,NA,NA,NA,NA,NA,NA,0.05,0.0313,0.44,936.26,,
T,L,Acacia pennata ,7,160,NA,NA,NA,62.76,NA,NA,NA,NA,NA,NA,0.06,0.0375,0.46,973.97,,
T,L,Ventilago calyculata,1,143,0.38,2.56,1.56,13.59,20.6,26.97,204.38,271.03,24.9,6.9,0.02,0.014,0.02,190.03,,
T,L,Ventilago calyculata,1,143,0.38,2.56,1.56,30.52,20.6,26.97,204.38,271.03,24.9,6.9,0.03,0.021,0.21,640.35,,
T,L,Ventilago calyculata,1,143,0.38,2.56,1.56,31.16,20.6,26.97,204.38,271.03,24.9,6.9,0.04,0.028,0.33,871.51,,
T,L,Ventilago calyculata,1,143,0.38,2.56,1.56,24.89,20.6,26.97,204.38,271.03,24.9,6.9,0.06,0.042,0.45,1044.13,,
T,L,Ventilago calyculata,1,143,0.38,2.56,1.56,22.95,20.6,26.97,204.38,271.03,24.9,6.9,0.07,0.049,0.77,1123.41,,
T,L,Ventilago calyculata,1,143,0.38,2.56,1.56,26.87,20.6,26.97,204.38,271.03,24.9,6.9,0.08,0.0559,0.84,1503.03,,
T,L,Ventilago calyculata,2,180,0.42,2.4,1.4,NA,35.74,53.49,174.12,205.51,18.54,7.59,0.02,0.0111,NA,NA,,
T,L,Ventilago calyculata,2,180,0.42,2.4,1.4,NA,35.74,53.49,174.12,205.51,18.54,7.59,0.03,0.0167,NA,NA,,
T,L,Ventilago calyculata,2,180,0.42,2.4,1.4,NA,35.74,53.49,174.12,205.51,18.54,7.59,0.04,0.0222,NA,NA,,
T,L,Ventilago calyculata,2,180,0.42,2.4,1.4,NA,35.74,53.49,174.12,205.51,18.54,7.59,0.06,0.0333,NA,NA,,
T,L,Ventilago calyculata,2,180,0.42,2.4,1.4,NA,35.74,53.49,174.12,205.51,18.54,7.59,0.07,0.0389,NA,NA,,
T,L,Ventilago calyculata,2,180,0.42,2.4,1.4,NA,35.74,53.49,174.12,205.51,18.54,7.59,0.08,0.0444,NA,NA,,
T,L,Ventilago calyculata,3,160,0.44,2.28,1.28,9.76,20.56,32.46,223.75,320.17,34.76,8.23,0.02,0.0125,0.05,122,,
T,L,Ventilago calyculata,3,160,0.44,2.28,1.28,6.53,20.56,32.46,223.75,320.17,34.76,8.23,0.03,0.0188,0.28,122.44,,
T,L,Ventilago calyculata,3,160,0.44,2.28,1.28,7.42,20.56,32.46,223.75,320.17,34.76,8.23,0.04,0.025,0.36,185.39,,
T,L,Ventilago calyculata,3,160,0.44,2.28,1.28,5.37,20.56,32.46,223.75,320.17,34.76,8.23,0.06,0.0375,0.49,201.43,,
T,L,Ventilago calyculata,3,160,0.44,2.28,1.28,5.38,20.56,32.46,223.75,320.17,34.76,8.23,0.07,0.0438,0.71,235.45,,
T,L,Ventilago calyculata,3,160,0.44,2.28,1.28,5.53,20.56,32.46,223.75,320.17,34.76,8.23,0.08,0.05,0.75,276.5,,
T,L,Ventilago calyculata,4,166,0.48,2.12,1.12,2.98,37.6,49.5,182.53,264.57,33.4,11.16,0.03,0.0181,0.11,53.86,,
T,L,Ventilago calyculata,4,166,0.48,2.12,1.12,2.77,37.6,49.5,182.53,264.57,33.4,11.16,0.04,0.0241,0.11,66.63,,
T,L,Ventilago calyculata,4,166,0.48,2.12,1.12,2.47,37.6,49.5,182.53,264.57,33.4,11.16,0.08,0.0482,0.25,118.92,,
T,L,Ventilago calyculata,4,166,0.48,2.12,1.12,2.9,37.6,49.5,182.53,264.57,33.4,11.16,0.09,0.0542,0.41,157,,
T,L,Ventilago calyculata,4,166,0.48,2.12,1.12,3.45,37.6,49.5,182.53,264.57,33.4,11.16,0.11,0.0663,0.57,228.73,,
T,L,Ventilago calyculata,4,166,0.48,2.12,1.12,4.56,37.6,49.5,182.53,264.57,33.4,11.16,0.12,0.0723,0.61,329.66,,
T,L,Ventilago calyculata,5,159,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,0.03,0.0189,NA,NA,,
T,L,Ventilago calyculata,5,159,NA,NA,NA,1.29,NA,NA,NA,NA,NA,NA,0.04,0.0252,NA,NA,,
T,L,Ventilago calyculata,5,159,NA,NA,NA,1.06,NA,NA,NA,NA,NA,NA,0.08,0.0503,NA,NA,,
T,L,Ventilago calyculata,5,159,NA,NA,NA,1.19,NA,NA,NA,NA,NA,NA,0.09,0.0566,NA,NA,,
T,L,Ventilago calyculata,5,159,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,0.11,0.0692,NA,NA,,
T,L,Ventilago calyculata,5,159,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,0.12,0.0755,NA,NA,,
T,L,Ventilago calyculata,6,151,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA,0.03,0.0199,NA,NA,,
T,L,Ventilago calyculata,6,151,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,0.04,0.0265,NA,NA,,
T,L,Ventilago calyculata,6,151,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,0.08,0.053,NA,NA,,
T,L,Ventilago calyculata,6,151,NA,NA,NA,1.57,NA,NA,NA,NA,NA,NA,0.09,0.0596,NA,NA,,
T,L,Ventilago calyculata,6,151,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,0.11,0.0728,NA,NA,,
T,L,Ventilago calyculata,6,151,NA,NA,NA,3.01,NA,NA,NA,NA,NA,NA,0.12,0.0795,NA,NA,,
T,L,Ventilago calyculata,7,164,NA,NA,NA,12.95,NA,NA,NA,NA,NA,NA,0.01,0.0061,0.31,78.99,,
T,L,Ventilago calyculata,7,164,NA,NA,NA,18.16,NA,NA,NA,NA,NA,NA,0.02,0.0122,0.43,221.51,,
T,L,Ventilago calyculata,7,164,NA,NA,NA,26.97,NA,NA,NA,NA,NA,NA,0.03,0.0183,0.47,493.38,,
T,L,Ventilago calyculata,7,164,NA,NA,NA,21.65,NA,NA,NA,NA,NA,NA,0.04,0.0244,0.49,528.01,,
T,L,Ventilago calyculata,7,164,NA,NA,NA,19.44,NA,NA,NA,NA,NA,NA,0.05,0.0305,0.48,592.61,,
T,L,Ventilago calyculata,7,164,NA,NA,NA,24.45,NA,NA,NA,NA,NA,NA,0.06,0.0366,0.54,894.36,,
T,L,Ventilago calyculata,8,151,NA,NA,NA,23.03,NA,NA,NA,NA,NA,NA,0.01,0.0066,0.6,152.54,,
T,L,Ventilago calyculata,8,151,NA,NA,NA,27.84,NA,NA,NA,NA,NA,NA,0.02,0.0132,0.68,368.71,,
T,L,Ventilago calyculata,8,151,NA,NA,NA,35.12,NA,NA,NA,NA,NA,NA,0.03,0.0199,0.7,697.78,,
T,L,Ventilago calyculata,8,151,NA,NA,NA,35.44,NA,NA,NA,NA,NA,NA,0.04,0.0265,0.76,938.91,,
T,L,Ventilago calyculata,8,151,NA,NA,NA,39.51,NA,NA,NA,NA,NA,NA,0.05,0.0331,0.81,1308.33,,
T,L,Ventilago calyculata,8,151,NA,NA,NA,53.49,NA,NA,NA,NA,NA,NA,0.06,0.0397,0.84,2125.52,,
T,L,Ventilago calyculata,9,155,NA,NA,NA,12.86,NA,NA,NA,NA,NA,NA,0.01,0.0065,0.14,82.97,,
T,L,Ventilago calyculata,9,155,NA,NA,NA,15.53,NA,NA,NA,NA,NA,NA,0.02,0.0129,0.2,200.34,,
T,L,Ventilago calyculata,9,155,NA,NA,NA,18.96,NA,NA,NA,NA,NA,NA,0.03,0.0194,0.27,367.03,,
T,L,Ventilago calyculata,9,155,NA,NA,NA,20.85,NA,NA,NA,NA,NA,NA,0.04,0.0258,0.38,538.06,,
T,L,Ventilago calyculata,9,155,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,0.05,0.0323,NA,NA,0,0
T,L,Ventilago calyculata,9,155,NA,NA,NA,32.46,NA,NA,NA,NA,NA,NA,0.06,0.0387,0.6,1256.49,,
T,L,Ventilago calyculata,10,150,NA,NA,NA,10.36,NA,NA,NA,NA,NA,NA,0.01,0.0067,0.16,69.05,,
T,L,Ventilago calyculata,10,150,NA,NA,NA,29.36,NA,NA,NA,NA,NA,NA,0.02,0.0133,0.58,391.43,,
T,L,Ventilago calyculata,10,150,NA,NA,NA,46.32,NA,NA,NA,NA,NA,NA,0.03,0.02,0.76,926.44,,
T,L,Ventilago calyculata,10,150,NA,NA,NA,49.5,NA,NA,NA,NA,NA,NA,0.04,0.0267,0.76,1320.01,,
T,L,Ventilago calyculata,10,150,NA,NA,NA,46.03,NA,NA,NA,NA,NA,NA,0.05,0.0333,0.81,1534.19,,
T,L,Ventilago calyculata,10,150,NA,NA,NA,44.04,NA,NA,NA,NA,NA,NA,0.06,0.04,0.82,1761.66,,
