Location,Xylem Type,Species name,Sample number,Sample length,wood density,SW/DW,SWC,Ks,Mean-Ks,max-Ks ,Dv,Dh,VAF,VF,P,P_g, K,Fd,Removed K,removed Fd
S,DP,Polyalthia cerasoides,3,202,0.7,1.74,0.74,0.42,0.38,0.44,76.42,85.75,9.37,19.7,0.06,0.0297,NA,NA,,
S,DP,Polyalthia cerasoides,3,202,0.7,1.74,0.74,0.42,0.38,0.44,76.42,85.75,9.37,19.7,0.07,0.0347,NA,NA,,
S,DP,Polyalthia cerasoides,3,202,0.7,1.74,0.74,0.44,0.38,0.44,76.42,85.75,9.37,19.7,0.08,0.0396,NA,NA,,
S,DP,Polyalthia cerasoides,4,184,0.68,1.75,0.75,0.68,1.43,2.08,70.17,86.54,11.3,27.42,0.02,0.0109,0.05,7.36,,
S,DP,Polyalthia cerasoides,4,184,0.68,1.75,0.75,1.04,1.43,2.08,70.17,86.54,11.3,27.42,0.03,0.0163,0.07,16.99,,
S,DP,Polyalthia cerasoides,4,184,0.68,1.75,0.75,1.24,1.43,2.08,70.17,86.54,11.3,27.42,0.04,0.0217,0.11,26.89,,
S,DP,Polyalthia cerasoides,4,184,0.68,1.75,0.75,1.68,1.43,2.08,70.17,86.54,11.3,27.42,0.05,0.0272,0.2,45.73,,
S,DP,Polyalthia cerasoides,4,184,0.68,1.75,0.75,2.08,1.43,2.08,70.17,86.54,11.3,27.42,0.06,0.0326,0.23,67.77,,
S,DP,Polyalthia cerasoides,4,184,0.68,1.75,0.75,1.87,1.43,2.08,70.17,86.54,11.3,27.42,0.07,0.038,0.3,71.33,,
S,DP,Polyalthia cerasoides,5,203,0.69,1.71,0.71,0,0.5,0.85,64.83,78.02,10.65,31.59,0.02,0.0099,NA,NA,0,0
S,DP,Polyalthia cerasoides,5,203,0.69,1.71,0.71,0.25,0.5,0.85,64.83,78.02,10.65,31.59,0.03,0.0148,0.11,3.66,,
S,DP,Polyalthia cerasoides,5,203,0.69,1.71,0.71,0.4,0.5,0.85,64.83,78.02,10.65,31.59,0.04,0.0197,0.13,7.85,,
S,DP,Polyalthia cerasoides,5,203,0.69,1.71,0.71,0.69,0.5,0.85,64.83,78.02,10.65,31.59,0.05,0.0246,0.24,17.04,,
S,DP,Polyalthia cerasoides,5,203,0.69,1.71,0.71,0.85,0.5,0.85,64.83,78.02,10.65,31.59,0.06,0.0296,0.3,24.99,,
S,DP,Polyalthia cerasoides,5,203,0.69,1.71,0.71,0.79,0.5,0.85,64.83,78.02,10.65,31.59,0.07,0.0345,0.37,27.41,,
S,DP,Polyalthia cerasoides,6,192,0.7,1.71,0.71,0.2,1.09,1.84,76.91,90.9,12.98,26.75,0.02,0.0104,0.17,2.11,,
S,DP,Polyalthia cerasoides,6,192,0.7,1.71,0.71,0.6,1.09,1.84,76.91,90.9,12.98,26.75,0.03,0.0156,NA,NA,0,0
S,DP,Polyalthia cerasoides,6,192,0.7,1.71,0.71,0.92,1.09,1.84,76.91,90.9,12.98,26.75,0.04,0.0208,0.21,19.17,,
S,DP,Polyalthia cerasoides,6,192,0.7,1.71,0.71,1.38,1.09,1.84,76.91,90.9,12.98,26.75,0.05,0.026,0.31,35.88,,
S,DP,Polyalthia cerasoides,6,192,0.7,1.71,0.71,1.84,1.09,1.84,76.91,90.9,12.98,26.75,0.06,0.0313,0.32,57.35,,
S,DP,Polyalthia cerasoides,6,192,0.7,1.71,0.71,1.61,1.09,1.84,76.91,90.9,12.98,26.75,0.07,0.0365,NA,NA,0,0
S,DP,Lannea coromandelica,1,172,0.53,2.2,1.2,2.66,2.67,3.19,NA,NA,NA,NA,0.02,0.0116,0.11,30.99,,
S,DP,Lannea coromandelica,1,172,0.53,2.2,1.2,2.04,2.67,3.19,NA,NA,NA,NA,0.03,0.0174,0.12,35.64,,
S,DP,Lannea coromandelica,1,172,0.53,2.2,1.2,3.14,2.67,3.19,NA,NA,NA,NA,0.04,0.0233,0.21,73.04,,
S,DP,Lannea coromandelica,1,172,0.53,2.2,1.2,3.19,2.67,3.19,NA,NA,NA,NA,0.05,0.0291,NA,NA,0,0
S,DP,Lannea coromandelica,1,172,0.53,2.2,1.2,2.6,2.67,3.19,NA,NA,NA,NA,0.06,0.0349,0.21,90.71,,
S,DP,Lannea coromandelica,1,172,0.53,2.2,1.2,2.38,2.67,3.19,NA,NA,NA,NA,0.07,0.0407,0.24,96.72,,
S,DP,Lannea coromandelica,2,148,0.45,2.6,1.6,2.06,2.86,4.23,NA,NA,NA,NA,0.02,0.0135,0.13,27.89,,
S,DP,Lannea coromandelica,2,148,0.45,2.6,1.6,1.89,2.86,4.23,NA,NA,NA,NA,0.03,0.0203,0.29,38.36,,
S,DP,Lannea coromandelica,2,148,0.45,2.6,1.6,4.23,2.86,4.23,NA,NA,NA,NA,0.04,0.027,0.45,114.44,,
S,DP,Lannea coromandelica,2,148,0.45,2.6,1.6,3.46,2.86,4.23,NA,NA,NA,NA,0.05,0.0338,NA,NA,0,0
S,DP,Lannea coromandelica,2,148,0.45,2.6,1.6,2.73,2.86,4.23,NA,NA,NA,NA,0.06,0.0405,NA,NA,0,0
S,DP,Lannea coromandelica,2,148,0.45,2.6,1.6,2.79,2.86,4.23,NA,NA,NA,NA,0.07,0.0473,0.51,132.06,,
S,DP,Lannea coromandelica,3,170,0.38,2.92,1.92,4.61,8.37,11.15,NA,NA,NA,NA,0.02,0.0118,0.34,54.27,,
S,DP,Lannea coromandelica,3,170,0.38,2.92,1.92,7.66,8.37,11.15,NA,NA,NA,NA,0.03,0.0176,0.39,135.19,,
S,DP,Lannea coromandelica,3,170,0.38,2.92,1.92,8.67,8.37,11.15,NA,NA,NA,NA,0.04,0.0235,0.55,204.1,,
S,DP,Lannea coromandelica,3,170,0.38,2.92,1.92,11.15,8.37,11.15,NA,NA,NA,NA,0.05,0.0294,0.61,327.81,,
S,DP,Lannea coromandelica,3,170,0.38,2.92,1.92,9.56,8.37,11.15,NA,NA,NA,NA,0.06,0.0353,0.7,337.4,,
S,DP,Lannea coromandelica,3,170,0.38,2.92,1.92,8.55,8.37,11.15,NA,NA,NA,NA,0.07,0.0412,0.83,351.98,,
S,DP,Lannea coromandelica,4,232,0.48,2.42,1.42,10.38,9.84,11.1,NA,NA,NA,NA,0.02,0.0086,0.09,89.47,,
S,DP,Lannea coromandelica,4,232,0.48,2.42,1.42,11.1,9.84,11.1,NA,NA,NA,NA,0.03,0.0129,0.21,143.47,,
S,DP,Lannea coromandelica,4,232,0.48,2.42,1.42,10.39,9.84,11.1,NA,NA,NA,NA,0.04,0.0172,0.26,179.11,,
S,DP,Lannea coromandelica,4,232,0.48,2.42,1.42,9.24,9.84,11.1,NA,NA,NA,NA,0.05,0.0216,0.3,199.11,,
S,DP,Lannea coromandelica,4,232,0.48,2.42,1.42,9.45,9.84,11.1,NA,NA,NA,NA,0.06,0.0259,0.34,244.41,,
S,DP,Lannea coromandelica,4,232,0.48,2.42,1.42,8.51,9.84,11.1,NA,NA,NA,NA,0.07,0.0302,NA,NA,0,0
S,DP,Lannea coromandelica,5,180,0.45,2.5,1.5,3.28,6.01,6.52,NA,NA,NA,NA,0.02,0.0111,0.27,36.42,,
S,DP,Lannea coromandelica,5,180,0.45,2.5,1.5,4.14,6.01,6.52,NA,NA,NA,NA,0.03,0.0167,0.3,69.08,,
S,DP,Lannea coromandelica,5,180,0.45,2.5,1.5,3.91,6.01,6.52,NA,NA,NA,NA,0.04,0.0222,0.32,86.99,,
S,DP,Lannea coromandelica,5,180,0.45,2.5,1.5,4.11,6.01,6.52,NA,NA,NA,NA,0.05,0.0278,0.33,114.19,,
S,DP,Lannea coromandelica,5,180,0.45,2.5,1.5,4.55,6.01,6.52,NA,NA,NA,NA,0.06,0.0333,0.41,151.82,,
S,DP,Lannea coromandelica,5,180,0.45,2.5,1.5,4.15,6.01,6.52,NA,NA,NA,NA,0.07,0.0389,0.47,161.28,,
S,DP,Lannea coromandelica,6,218,0.47,2.48,1.48,5.26,4.02,4.55,NA,NA,NA,NA,0.02,0.0092,0.13,48.27,,
S,DP,Lannea coromandelica,6,218,0.47,2.48,1.48,6.52,4.02,4.55,NA,NA,NA,NA,0.03,0.0138,0.33,89.74,,
S,DP,Lannea coromandelica,6,218,0.47,2.48,1.48,6.52,4.02,4.55,NA,NA,NA,NA,0.04,0.0183,0.35,119.61,,
S,DP,Lannea coromandelica,6,218,0.47,2.48,1.48,5.69,4.02,4.55,NA,NA,NA,NA,0.05,0.0229,0.36,130.42,,
S,DP,Lannea coromandelica,6,218,0.47,2.48,1.48,6.28,4.02,4.55,NA,NA,NA,NA,0.06,0.0275,0.49,172.89,,
S,DP,Lannea coromandelica,6,218,0.47,2.48,1.48,5.78,4.02,4.55,NA,NA,NA,NA,0.07,0.0321,0.53,185.76,,
T,DP,Parashorea chinensis ,1,221,0.55,1.75,0.75,8.16,7.68,8.56,109.47,125.39,16.3,17.33,0.02,0.009,0.16,73.88,,
T,DP,Parashorea chinensis ,1,221,0.55,1.75,0.75,6.21,7.68,8.56,109.47,125.39,16.3,17.33,0.03,0.0136,0.17,84.25,,
T,DP,Parashorea chinensis ,1,221,0.55,1.75,0.75,6.45,7.68,8.56,109.47,125.39,16.3,17.33,0.04,0.0181,0.25,116.79,,
T,DP,Parashorea chinensis ,1,221,0.55,1.75,0.75,8.36,7.68,8.56,109.47,125.39,16.3,17.33,0.05,0.0226,0.46,189.21,,
T,DP,Parashorea chinensis ,1,221,0.55,1.75,0.75,8.36,7.68,8.56,109.47,125.39,16.3,17.33,0.06,0.0271,0.53,226.86,,
T,DP,Parashorea chinensis ,1,221,0.55,1.75,0.75,8.56,7.68,8.56,109.47,125.39,16.3,17.33,0.07,0.0317,0.53,271.03,,
T,DP,Parashorea chinensis ,2,215,0.57,1.75,0.75,8.3,8.19,9.15,135.18,154.35,19.53,13.23,0.02,0.0093,0.03,77.17,,
T,DP,Parashorea chinensis ,2,215,0.57,1.75,0.75,7.42,8.19,9.15,135.18,154.35,19.53,13.23,0.03,0.014,0.08,103.56,,
T,DP,Parashorea chinensis ,2,215,0.57,1.75,0.75,7.2,8.19,9.15,135.18,154.35,19.53,13.23,0.04,0.0186,0.16,133.92,,
T,DP,Parashorea chinensis ,2,215,0.57,1.75,0.75,9.15,8.19,9.15,135.18,154.35,19.53,13.23,0.05,0.0233,0.28,212.87,,
T,DP,Parashorea chinensis ,2,215,0.57,1.75,0.75,8.59,8.19,9.15,135.18,154.35,19.53,13.23,0.06,0.0279,0.28,239.83,,
T,DP,Parashorea chinensis ,2,215,0.57,1.75,0.75,8.45,8.19,9.15,135.18,154.35,19.53,13.23,0.07,0.0326,0.3,275.18,,
T,DP,Parashorea chinensis ,3,199,0.55,1.72,0.72,5.66,5.74,6.86,128.92,140.29,15.15,11.31,0.02,0.0101,0.09,56.89,,
T,DP,Parashorea chinensis ,3,199,0.55,1.72,0.72,4.42,5.74,6.86,128.92,140.29,15.15,11.31,0.03,0.0151,0.16,66.64,,
T,DP,Parashorea chinensis ,3,199,0.55,1.72,0.72,4.87,5.74,6.86,128.92,140.29,15.15,11.31,0.04,0.0201,0.24,97.82,,
T,DP,Parashorea chinensis ,3,199,0.55,1.72,0.72,6.49,5.74,6.86,128.92,140.29,15.15,11.31,0.05,0.0251,0.46,163.16,,
T,DP,Parashorea chinensis ,3,199,0.55,1.72,0.72,6.15,5.74,6.86,128.92,140.29,15.15,11.31,0.06,0.0302,0.51,185.33,,
T,DP,Parashorea chinensis ,3,199,0.55,1.72,0.72,6.86,5.74,6.86,128.92,140.29,15.15,11.31,0.07,0.0352,0.57,241.39,,
T,DP,Parashorea chinensis ,4,250,0.6,1.88,0.88,3.89,7.4,9.02,119.23,136.56,20.99,17.96,0.02,0.008,NA,NA,0,0
T,DP,Parashorea chinensis ,4,250,0.6,1.88,0.88,5.75,7.4,9.02,119.23,136.56,20.99,17.96,0.03,0.012,0.09,69.04,,
T,DP,Parashorea chinensis ,4,250,0.6,1.88,0.88,8.93,7.4,9.02,119.23,136.56,20.99,17.96,0.04,0.016,0.34,142.92,,
T,DP,Parashorea chinensis ,4,250,0.6,1.88,0.88,8.45,7.4,9.02,119.23,136.56,20.99,17.96,0.05,0.02,0.36,168.93,,
T,DP,Parashorea chinensis ,4,250,0.6,1.88,0.88,8.37,7.4,9.02,119.23,136.56,20.99,17.96,0.06,0.024,0.44,200.81,,
T,DP,Parashorea chinensis ,4,250,0.6,1.88,0.88,9.02,7.4,9.02,119.23,136.56,20.99,17.96,0.07,0.028,0.51,252.55,,
T,DP,Parashorea chinensis ,5,245,0.5,2.05,1.05,2.38,4.79,6.26,134.1,153.6,20.81,14.19,0.02,0.0082,NA,NA,0,0
T,DP,Parashorea chinensis ,5,245,0.5,2.05,1.05,3.73,4.79,6.26,134.1,153.6,20.81,14.19,0.03,0.0122,NA,NA,0,0
T,DP,Parashorea chinensis ,5,245,0.5,2.05,1.05,6.26,4.79,6.26,134.1,153.6,20.81,14.19,0.04,0.0163,0.12,102.16,,
T,DP,Parashorea chinensis ,5,245,0.5,2.05,1.05,5.46,4.79,6.26,134.1,153.6,20.81,14.19,0.05,0.0204,0.19,111.39,,
T,DP,Parashorea chinensis ,5,245,0.5,2.05,1.05,5.39,4.79,6.26,134.1,153.6,20.81,14.19,0.06,0.0245,0.33,131.96,,
T,DP,Parashorea chinensis ,5,245,0.5,2.05,1.05,5.52,4.79,6.26,134.1,153.6,20.81,14.19,0.07,0.0286,0.42,157.68,,
T,DP,Parashorea chinensis ,6,237,0.57,2.03,1.03,3.96,6.11,7.21,127.1,142.86,16.34,12.42,0.02,0.0084,0.09,33.42,,
T,DP,Parashorea chinensis ,6,237,0.57,2.03,1.03,5.15,6.11,7.21,127.1,142.86,16.34,12.42,0.03,0.0127,0.27,65.24,,
T,DP,Parashorea chinensis ,6,237,0.57,2.03,1.03,7.15,6.11,7.21,127.1,142.86,16.34,12.42,0.04,0.0169,0.43,120.73,,
T,DP,Parashorea chinensis ,6,237,0.57,2.03,1.03,6.41,6.11,7.21,127.1,142.86,16.34,12.42,0.05,0.0211,0.49,135.15,,
T,DP,Parashorea chinensis ,6,237,0.57,2.03,1.03,6.77,6.11,7.21,127.1,142.86,16.34,12.42,0.06,0.0253,0.52,171.36,,
T,DP,Parashorea chinensis ,6,237,0.57,2.03,1.03,7.21,6.11,7.21,127.1,142.86,16.34,12.42,0.07,0.0295,0.59,212.87,,
T,DP,Leucaena leucocephala ,1,150,0.65,1.94,0.94,4.96,5.78,6.06,76.66,86.08,5.77,12.17,0.02,0.0133,0.18,74.57,,
T,DP,Leucaena leucocephala ,1,150,0.65,1.94,0.94,5.71,5.78,6.06,76.66,86.08,5.77,12.17,0.03,0.02,0.2,128.7,,
T,DP,Leucaena leucocephala ,1,150,0.65,1.94,0.94,6.01,5.78,6.06,76.66,86.08,5.77,12.17,0.04,0.0267,0.34,180.84,,
T,DP,Leucaena leucocephala ,1,150,0.65,1.94,0.94,5.99,5.78,6.06,76.66,86.08,5.77,12.17,0.05,0.0333,0.42,225.31,,
T,DP,Leucaena leucocephala ,1,150,0.65,1.94,0.94,6.06,5.78,6.06,76.66,86.08,5.77,12.17,0.06,0.04,0.47,273.34,,
T,DP,Leucaena leucocephala ,1,150,0.65,1.94,0.94,5.94,5.78,6.06,76.66,86.08,5.77,12.17,0.07,0.0467,0.48,312.73,,
T,DP,Leucaena leucocephala ,2,146,0.78,1.69,0.69,5.43,7.05,8.11,117.43,149.65,4.73,4.05,0.02,0.0137,0.08,74.39,,
T,DP,Leucaena leucocephala ,2,146,0.78,1.69,0.69,7.09,7.05,8.11,117.43,149.65,4.73,4.05,0.03,0.0205,0.16,145.63,,
T,DP,Leucaena leucocephala ,2,146,0.78,1.69,0.69,8.11,7.05,8.11,117.43,149.65,4.73,4.05,0.04,0.0274,0.32,222.22,,
T,DP,Leucaena leucocephala ,2,146,0.78,1.69,0.69,7.82,7.05,8.11,117.43,149.65,4.73,4.05,0.05,0.0342,0.36,267.85,,
T,DP,Leucaena leucocephala ,2,146,0.78,1.69,0.69,6.7,7.05,8.11,117.43,149.65,4.73,4.05,0.06,0.0411,0.38,275.52,,
T,DP,Leucaena leucocephala ,2,146,0.78,1.69,0.69,7.13,7.05,8.11,117.43,149.65,4.73,4.05,0.07,0.0479,0.43,341.91,,
T,DP,Leucaena leucocephala ,3,153,0.71,1.76,0.76,4.77,6.46,7.32,75.41,85.35,11.36,24.64,0.02,0.0131,0.39,62.38,,
T,DP,Leucaena leucocephala ,3,153,0.71,1.76,0.76,5.95,6.46,7.32,75.41,85.35,11.36,24.64,0.03,0.0196,0.4,116.61,,
T,DP,Leucaena leucocephala ,3,153,0.71,1.76,0.76,6.73,6.46,7.32,75.41,85.35,11.36,24.64,0.04,0.0261,0.49,176.05,,
T,DP,Leucaena leucocephala ,3,153,0.71,1.76,0.76,7.31,6.46,7.32,75.41,85.35,11.36,24.64,0.05,0.0327,0.58,238.91,,
T,DP,Leucaena leucocephala ,3,153,0.71,1.76,0.76,7.32,6.46,7.32,75.41,85.35,11.36,24.64,0.06,0.0392,0.61,287.15,,
T,DP,Leucaena leucocephala ,3,153,0.71,1.76,0.76,6.65,6.46,7.32,75.41,85.35,11.36,24.64,0.07,0.0458,0.7,304.08,,
T,DP,Leucaena leucocephala ,4,152,0.72,1.72,0.72,2.64,3.56,4.25,104.58,121.95,4.3,4.75,0.02,0.0132,0.3,34.74,,
T,DP,Leucaena leucocephala ,4,152,0.72,1.72,0.72,3.22,3.56,4.25,104.58,121.95,4.3,4.75,0.03,0.0197,0.37,63.49,,
T,DP,Leucaena leucocephala ,4,152,0.72,1.72,0.72,3.29,3.56,4.25,104.58,121.95,4.3,4.75,0.04,0.0263,0.34,86.55,,
T,DP,Leucaena leucocephala ,4,152,0.72,1.72,0.72,3.95,3.56,4.25,104.58,121.95,4.3,4.75,0.05,0.0329,0.46,129.79,,
T,DP,Leucaena leucocephala ,4,152,0.72,1.72,0.72,4.05,3.56,4.25,104.58,121.95,4.3,4.75,0.06,0.0395,0.83,159.68,,
T,DP,Leucaena leucocephala ,4,152,0.72,1.72,0.72,4.25,3.56,4.25,104.58,121.95,4.3,4.75,0.07,0.0461,0.82,195.86,,
T,DP,Leucaena leucocephala ,5,175,0.68,1.75,0.75,3.29,6.05,7.54,130.91,151.17,41.02,26.28,0.02,0.0114,NA,NA,0,0
T,DP,Leucaena leucocephala ,5,175,0.68,1.75,0.75,5.14,6.05,7.54,130.91,151.17,41.02,26.28,0.03,0.0171,0.23,88.19,,
T,DP,Leucaena leucocephala ,5,175,0.68,1.75,0.75,6.42,6.05,7.54,130.91,151.17,41.02,26.28,0.04,0.0229,0.4,146.82,,
T,DP,Leucaena leucocephala ,5,175,0.68,1.75,0.75,6.7,6.05,7.54,130.91,151.17,41.02,26.28,0.05,0.0286,0.49,191.52,,
T,DP,Leucaena leucocephala ,5,175,0.68,1.75,0.75,7.19,6.05,7.54,130.91,151.17,41.02,26.28,0.06,0.0343,0.59,246.63,,
T,DP,Leucaena leucocephala ,5,175,0.68,1.75,0.75,7.54,6.05,7.54,130.91,151.17,41.02,26.28,0.07,0.04,0.67,301.72,,
T,DP,Leucaena leucocephala ,6,166,0.69,1.71,0.71,5.59,7.94,9.59,111.92,134.31,6.29,6.34,0.02,0.012,0.07,67.4,,
T,DP,Leucaena leucocephala ,6,166,0.69,1.71,0.71,6.52,7.94,9.59,111.92,134.31,6.29,6.34,0.03,0.0181,0.24,117.88,,
T,DP,Leucaena leucocephala ,6,166,0.69,1.71,0.71,6.96,7.94,9.59,111.92,134.31,6.29,6.34,0.04,0.0241,0.46,167.8,,
T,DP,Leucaena leucocephala ,6,166,0.69,1.71,0.71,9.56,7.94,9.59,111.92,134.31,6.29,6.34,0.05,0.0301,0.68,287.92,,
T,DP,Leucaena leucocephala ,6,166,0.69,1.71,0.71,9.59,7.94,9.59,111.92,134.31,6.29,6.34,0.06,0.0361,0.7,346.49,,
T,DP,Leucaena leucocephala ,6,166,0.69,1.71,0.71,9.4,7.94,9.59,111.92,134.31,6.29,6.34,0.07,0.0422,0.67,396.38,,
T,DP,Jacaranda mimosifolia ,1,158,0.6,1.97,0.97,8.34,7.02,8.34,112.71,132.67,8.59,8.21,0.02,0.0127,0.24,105.58,,
T,DP,Jacaranda mimosifolia ,1,158,0.6,1.97,0.97,6.75,7.02,8.34,112.71,132.67,8.59,8.21,0.03,0.019,0.31,128.26,,
T,DP,Jacaranda mimosifolia ,1,158,0.6,1.97,0.97,6.42,7.02,8.34,112.71,132.67,8.59,8.21,0.04,0.0253,0.58,162.65,,
T,DP,Jacaranda mimosifolia ,1,158,0.6,1.97,0.97,6.89,7.02,8.34,112.71,132.67,8.59,8.21,0.05,0.0316,0.56,218.08,,
T,DP,Jacaranda mimosifolia ,1,158,0.6,1.97,0.97,6.66,7.02,8.34,112.71,132.67,8.59,8.21,0.06,0.038,0.67,252.88,,
T,DP,Jacaranda mimosifolia ,1,158,0.6,1.97,0.97,7.13,7.02,8.34,112.71,132.67,8.59,8.21,0.07,0.0443,0.86,315.92,,
T,DP,Jacaranda mimosifolia ,1,158,0.6,1.97,0.97,6.94,7.02,8.34,112.71,132.67,8.59,8.21,0.08,0.0506,0.97,351.33,,
T,DP,Jacaranda mimosifolia ,2,165,0.66,1.85,0.85,6.29,5.54,6.29,63.43,73.04,7.9,24.07,0.02,0.0121,0.25,76.29,,
T,DP,Jacaranda mimosifolia ,2,165,0.66,1.85,0.85,5.49,5.54,6.29,63.43,73.04,7.9,24.07,0.03,0.0182,0.37,99.88,,
T,DP,Jacaranda mimosifolia ,2,165,0.66,1.85,0.85,4.99,5.54,6.29,63.43,73.04,7.9,24.07,0.04,0.0242,0.42,120.89,,
T,DP,Jacaranda mimosifolia ,2,165,0.66,1.85,0.85,5.31,5.54,6.29,63.43,73.04,7.9,24.07,0.05,0.0303,0.58,160.87,,
T,DP,Jacaranda mimosifolia ,2,165,0.66,1.85,0.85,5.46,5.54,6.29,63.43,73.04,7.9,24.07,0.06,0.0364,0.81,198.44,,
T,DP,Jacaranda mimosifolia ,2,165,0.66,1.85,0.85,5.6,5.54,6.29,63.43,73.04,7.9,24.07,0.07,0.0424,0.81,237.53,,
T,DP,Jacaranda mimosifolia ,2,165,0.66,1.85,0.85,5.67,5.54,6.29,63.43,73.04,7.9,24.07,0.08,0.0485,0.84,274.89,,
T,DP,Jacaranda mimosifolia ,3,146,0.47,2.48,1.48,4.56,4.01,4.56,112.5,134.58,7.79,7.79,0.02,0.0137,0.31,62.48,,
T,DP,Jacaranda mimosifolia ,3,146,0.47,2.48,1.48,3.91,4.01,4.56,112.5,134.58,7.79,7.79,0.03,0.0205,0.52,80.39,,
T,DP,Jacaranda mimosifolia ,3,146,0.47,2.48,1.48,3.43,4.01,4.56,112.5,134.58,7.79,7.79,0.04,0.0274,0.53,93.86,,
T,DP,Jacaranda mimosifolia ,3,146,0.47,2.48,1.48,3.86,4.01,4.56,112.5,134.58,7.79,7.79,0.05,0.0342,0.76,132.23,,
T,DP,Jacaranda mimosifolia ,3,146,0.47,2.48,1.48,3.87,4.01,4.56,112.5,134.58,7.79,7.79,0.06,0.0411,0.88,158.85,,
T,DP,Jacaranda mimosifolia ,3,146,0.47,2.48,1.48,4.2,4.01,4.56,112.5,134.58,7.79,7.79,0.07,0.0479,0.96,201.31,,
T,DP,Jacaranda mimosifolia ,3,146,0.47,2.48,1.48,4.24,4.01,4.56,112.5,134.58,7.79,7.79,0.08,0.0548,0.94,232.41,,
T,DP,Jacaranda mimosifolia ,4,150,0.44,2.16,1.16,8.14,7.63,9.29,111.86,144.53,7.79,7.32,0.02,0.0133,0.22,108.6,,
T,DP,Jacaranda mimosifolia ,4,150,0.44,2.16,1.16,7.84,7.63,9.29,111.86,144.53,7.79,7.32,0.03,0.02,0.51,156.72,,
T,DP,Jacaranda mimosifolia ,4,150,0.44,2.16,1.16,9.29,7.63,9.29,111.86,144.53,7.79,7.32,0.04,0.0267,0.73,247.69,,
T,DP,Jacaranda mimosifolia ,4,150,0.44,2.16,1.16,7.99,7.63,9.29,111.86,144.53,7.79,7.32,0.05,0.0333,0.75,266.39,,
T,DP,Jacaranda mimosifolia ,4,150,0.44,2.16,1.16,6.64,7.63,9.29,111.86,144.53,7.79,7.32,0.06,0.04,0.76,265.78,,
T,DP,Jacaranda mimosifolia ,4,150,0.44,2.16,1.16,5.86,7.63,9.29,111.86,144.53,7.79,7.32,0.07,0.0467,0.82,273.31,,
T,DP,Jacaranda mimosifolia ,5,130,0.45,2.14,1.14,9.57,7.6,9.57,76.95,85.46,10.57,22.24,0.02,0.0154,0.45,147.2,,
T,DP,Jacaranda mimosifolia ,5,130,0.45,2.14,1.14,8.35,7.6,9.57,76.95,85.46,10.57,22.24,0.03,0.0231,0.63,192.78,,
T,DP,Jacaranda mimosifolia ,5,130,0.45,2.14,1.14,9.15,7.6,9.57,76.95,85.46,10.57,22.24,0.04,0.0308,0.85,281.67,,
T,DP,Jacaranda mimosifolia ,5,130,0.45,2.14,1.14,8.04,7.6,9.57,76.95,85.46,10.57,22.24,0.05,0.0385,0.93,309.08,,
T,DP,Jacaranda mimosifolia ,5,130,0.45,2.14,1.14,4.8,7.6,9.57,76.95,85.46,10.57,22.24,0.06,0.0462,NA,NA,0,0
T,DP,Jacaranda mimosifolia ,5,130,0.45,2.14,1.14,5.66,7.6,9.57,76.95,85.46,10.57,22.24,0.07,0.0538,NA,NA,0,0
T,DP,Jacaranda mimosifolia ,6,160,0.47,2.23,1.23,7.6,6.92,7.87,99.74,121.29,7.32,9.11,0.02,0.0125,0.33,95.06,,
T,DP,Jacaranda mimosifolia ,6,160,0.47,2.23,1.23,6.86,6.92,7.87,99.74,121.29,7.32,9.11,0.03,0.0188,0.48,128.61,,
T,DP,Jacaranda mimosifolia ,6,160,0.47,2.23,1.23,7.87,6.92,7.87,99.74,121.29,7.32,9.11,0.04,0.025,0.67,196.84,,
T,DP,Jacaranda mimosifolia ,6,160,0.47,2.23,1.23,7.19,6.92,7.87,99.74,121.29,7.32,9.11,0.05,0.0313,0.76,224.82,,
T,DP,Jacaranda mimosifolia ,6,160,0.47,2.23,1.23,6.19,6.92,7.87,99.74,121.29,7.32,9.11,0.06,0.0375,0.82,232.3,,
T,DP,Jacaranda mimosifolia ,6,160,0.47,2.23,1.23,5.81,6.92,7.87,99.74,121.29,7.32,9.11,0.07,0.0438,1.03,254.1,,
T,DP,Mesua ferrea,1,146,0.77,1.59,0.59,1.85,2.79,3.52,70.43,80.36,7.76,19.29,0.02,0.0137,0.05,25.4,,
T,DP,Mesua ferrea,1,146,0.77,1.59,0.59,2.27,2.79,3.52,70.43,80.36,7.76,19.29,0.03,0.0205,0.2,46.65,,
T,DP,Mesua ferrea,1,146,0.77,1.59,0.59,2.59,2.79,3.52,70.43,80.36,7.76,19.29,0.04,0.0274,0.26,70.83,,
T,DP,Mesua ferrea,1,146,0.77,1.59,0.59,2.89,2.79,3.52,70.43,80.36,7.76,19.29,0.05,0.0342,0.41,99.09,,
T,DP,Mesua ferrea,1,146,0.77,1.59,0.59,3.11,2.79,3.52,70.43,80.36,7.76,19.29,0.06,0.0411,0.56,127.75,,
T,DP,Mesua ferrea,1,146,0.77,1.59,0.59,3.31,2.79,3.52,70.43,80.36,7.76,19.29,0.07,0.0479,0.62,158.8,,
T,DP,Mesua ferrea,1,146,0.77,1.59,0.59,3.52,2.79,3.52,70.43,80.36,7.76,19.29,0.08,0.0548,0.67,192.63,,
T,DP,Mesua ferrea,2,174,0.81,1.56,0.56,3.15,4.75,5.98,101.55,118.18,8.99,10.87,0.02,0.0115,0,36.24,,
